Producto,Producto de terceros,Precio unitario,Categoría,Unidades vendidas,Día de semana,Hora del día,Cliente regular,Método de pago,Zona de panadería,Día laboral durante feriado,Pedido
18,1,5.0,0,4,6,9,0,1,2,0,0
27,0,12.0,0,4,6,9,0,2,0,1,0
35,1,3.0,0,1,3,20,1,0,1,0,0
27,1,10.0,2,8,7,8,1,2,0,0,0
17,0,0.5,0,5,4,6,1,0,1,0,0
24,0,10.0,0,7,1,10,0,2,1,0,0
25,1,0.5,1,7,1,13,1,2,2,0,0
7,0,0.5,0,2,2,15,0,0,1,0,0
6,1,3.0,1,5,5,11,0,1,1,0,1
24,0,2.0,1,6,4,17,1,2,2,0,0
34,1,2.0,1,6,3,6,0,1,0,0,0
29,1,10.0,2,0,5,10,1,2,0,0,0
22,1,12.0,1,5,5,11,0,2,0,0,0
26,1,1.0,0,7,6,20,0,0,1,0,1
28,0,3.0,0,5,4,14,0,2,1,0,0
21,0,0.5,1,4,3,21,1,2,2,0,0
7,1,15.0,1,6,7,14,0,1,2,0,1
17,1,0.5,0,3,7,10,0,1,2,0,0
20,0,0.5,1,2,4,8,0,1,0,0,0
42,0,1.0,2,3,4,11,0,0,1,0,0
20,1,0.5,1,3,1,16,0,1,2,0,0
22,1,5.0,2,9,3,13,0,0,1,0,0
28,1,10.0,2,6,5,17,0,0,2,0,0
41,1,10.0,2,4,4,16,0,1,2,0,0
7,1,15.0,1,4,2,17,1,2,0,0,0
1,0,0.5,2,6,3,17,0,2,0,0,0
32,1,10.0,2,5,2,10,0,1,1,0,0
13,0,5.0,1,4,5,13,0,2,1,1,0
30,0,0.5,2,6,3,6,1,0,2,0,0
23,0,10.0,1,4,1,13,0,1,0,0,0
33,1,0.5,0,8,3,7,0,0,1,0,0
32,0,10.0,2,4,5,12,0,1,0,0,0
30,0,10.0,1,0,1,7,0,2,1,0,0
29,0,10.0,0,3,5,8,0,2,1,0,0
29,0,10.0,2,6,6,10,0,0,0,0,0
30,1,10.0,2,6,3,15,0,2,1,0,0
16,1,5.0,1,5,5,12,0,2,1,0,0
41,0,15.0,0,7,3,14,0,0,0,0,0
33,0,10.0,1,4,1,17,0,0,0,0,1
18,1,0.5,2,5,3,17,1,0,1,0,0
1,1,0.5,2,4,5,10,0,1,1,0,0
14,1,1.5,2,6,5,16,1,0,0,0,0
2,0,10.0,2,11,6,6,0,1,1,0,0
28,1,3.0,0,5,7,20,0,1,1,0,0
30,0,0.5,0,4,6,16,0,1,1,0,0
39,0,0.5,1,3,5,20,0,0,2,0,0
4,1,0.5,1,6,2,21,0,1,0,1,0
1,0,8.0,1,2,2,8,0,2,2,0,0
8,1,10.0,2,5,2,10,0,0,2,0,0
29,0,0.5,1,3,4,17,0,0,2,0,0
40,1,8.0,0,5,6,8,0,1,2,0,0
3,0,10.0,1,8,3,13,0,0,1,0,0
32,0,10.0,1,4,2,13,0,1,2,0,0
10,1,5.0,0,7,5,20,0,0,2,0,0
10,1,0.5,0,8,5,16,0,1,0,0,0
33,1,10.0,2,11,2,6,1,0,1,0,0
35,1,0.5,0,4,6,13,0,0,1,0,0
34,0,1.5,0,3,2,19,0,1,0,0,1
23,1,5.0,1,9,5,9,0,2,1,0,0
28,1,5.0,0,6,2,16,0,0,1,0,0
32,0,1.0,2,4,7,11,1,2,0,0,1
7,1,3.0,1,6,6,15,0,2,1,0,0
29,1,3.0,2,6,4,20,0,0,2,0,0
8,0,10.0,0,2,4,13,0,0,2,0,0
1,1,10.0,2,10,7,19,1,1,2,0,1
3,1,3.0,2,5,6,7,0,1,0,0,0
24,1,10.0,0,5,4,13,0,2,1,0,0
23,1,5.0,0,3,1,12,0,1,1,0,0
8,1,10.0,1,5,4,9,0,1,1,1,0
38,1,5.0,1,6,5,17,1,1,1,0,0
3,0,10.0,1,7,6,10,1,1,0,0,0
34,1,2.0,0,4,7,11,0,0,1,0,0
28,0,1.0,2,1,1,20,0,1,0,0,1
8,0,5.0,2,6,5,8,0,2,2,1,1
35,0,3.5,1,10,5,7,0,0,0,0,0
36,0,0.5,1,4,6,19,0,0,1,0,0
32,1,5.0,0,4,6,7,0,2,0,0,0
24,1,0.5,2,9,2,20,0,0,1,0,0
14,1,0.5,1,6,7,9,0,0,0,1,0
32,0,2.0,0,5,6,21,0,2,1,0,0
16,1,15.0,1,11,3,12,0,1,2,0,0
4,1,0.5,0,5,4,17,0,0,2,0,0
38,1,0.5,2,6,6,6,0,1,0,0,0
21,0,2.0,0,6,3,6,0,2,2,0,0
14,0,0.5,1,2,3,20,0,0,1,0,0
31,1,10.0,1,7,2,9,0,1,2,1,0
18,0,0.5,2,3,3,14,0,2,2,0,0
7,0,5.0,2,1,4,17,0,0,2,0,0
10,1,3.0,1,5,1,19,0,0,2,0,0
7,0,2.0,1,4,5,17,0,1,1,0,0
34,0,10.0,1,7,4,10,0,0,2,0,0
23,1,0.5,2,4,2,6,0,1,2,0,0
21,0,2.0,1,4,1,8,0,1,0,1,0
33,0,0.5,2,4,2,16,0,0,1,0,0
33,0,0.5,1,2,7,11,0,2,0,0,0
37,0,8.0,0,6,4,18,0,0,0,0,0
29,0,8.0,0,4,5,20,0,2,0,1,0
18,0,0.5,1,7,3,8,0,1,2,0,0
2,0,0.5,0,4,6,16,0,1,2,0,1
1,0,8.0,2,5,6,11,0,0,0,0,0
5,1,10.0,0,6,3,11,0,0,1,0,0
20,1,10.0,0,6,2,10,0,0,1,0,0
11,1,2.0,2,6,1,15,0,1,0,1,1
43,1,0.5,0,6,6,18,0,0,1,1,0
2,0,8.0,0,4,5,10,0,2,0,0,0
3,1,1.5,1,4,2,14,0,2,2,0,0
23,1,8.0,2,9,5,8,0,1,2,0,0
12,0,10.0,2,4,6,21,0,1,2,0,0
20,0,3.0,1,9,2,20,0,0,1,0,0
5,0,0.66,1,4,7,16,0,0,0,0,0
38,0,15.0,0,5,7,15,0,2,1,0,0
39,0,0.5,0,4,1,12,0,2,1,0,0
30,1,10.0,0,6,7,18,0,1,2,0,0
9,0,15.0,1,5,4,9,0,0,1,0,0
35,1,2.0,2,3,3,7,0,0,0,0,0
36,1,5.0,0,7,5,21,0,0,1,1,0
22,0,0.5,1,7,7,15,1,0,2,1,0
24,1,2.0,2,4,5,8,1,2,1,0,0
17,1,3.0,1,6,1,8,0,0,0,0,1
10,0,0.5,0,2,5,8,0,2,1,1,0
30,1,8.0,1,3,4,8,0,1,0,0,0
23,1,8.0,1,7,4,15,1,0,0,0,0
32,1,2.0,1,6,1,11,0,2,2,0,0
17,0,3.0,1,5,2,18,1,2,2,0,0
17,0,1.0,2,4,2,19,0,2,2,0,0
14,0,0.66,0,3,5,11,0,0,2,0,0
9,1,3.5,2,7,7,16,1,2,2,0,0
41,0,0.5,1,4,5,14,1,2,0,0,0
2,1,3.0,1,7,1,13,0,1,0,0,0
25,0,0.5,0,6,7,15,0,0,0,0,0
40,1,1.0,0,4,4,21,0,2,0,0,1
9,0,1.0,2,7,1,12,0,2,1,0,0
22,0,10.0,2,3,2,20,0,0,0,0,0
4,1,12.0,0,6,4,17,0,0,2,0,0
26,0,5.0,2,4,5,17,0,2,0,0,0
29,1,5.0,1,5,2,18,0,0,1,0,0
35,0,5.0,1,4,7,7,0,0,1,0,0
23,0,0.5,0,3,7,15,0,0,2,1,0
38,1,1.0,2,5,3,7,0,0,1,0,0
11,1,0.5,1,5,2,19,0,0,1,0,0
6,1,10.0,0,5,4,6,0,2,2,0,0
18,0,3.0,2,4,4,12,0,2,0,0,0
21,1,5.0,1,3,1,21,0,1,1,0,0
43,0,10.0,2,4,4,12,1,1,1,0,0
37,1,5.0,2,8,3,6,1,0,0,0,0
42,1,2.0,2,7,3,11,1,0,2,0,0
39,1,0.5,0,3,7,16,0,2,1,0,0
35,1,0.5,1,4,4,19,0,1,1,0,0
17,1,15.0,0,3,5,17,1,0,2,0,0
38,1,5.0,1,6,4,12,0,0,1,0,0
25,0,0.5,1,4,5,19,1,1,0,1,0
39,1,1.5,0,6,4,6,0,1,1,0,0
12,0,2.0,0,2,2,17,0,0,1,0,0
23,1,0.5,1,5,4,11,0,1,1,0,0
43,1,0.5,1,7,2,15,0,1,0,0,0
22,1,5.0,1,5,5,14,1,1,0,0,0
21,0,1.5,2,3,4,17,0,2,1,0,0
27,0,0.5,1,5,5,6,0,0,0,0,0
31,1,2.0,0,6,7,21,0,1,1,1,0
6,0,5.0,0,3,3,7,0,1,2,0,0
27,1,3.0,0,1,6,7,0,0,2,0,0
41,1,8.0,1,5,7,21,1,2,1,0,0
35,0,8.0,1,3,1,15,0,0,2,0,0
12,0,3.0,2,4,5,8,0,1,0,0,1
7,0,3.0,2,4,2,19,0,1,1,0,0
10,0,2.0,0,7,1,9,0,0,1,0,0
17,1,0.5,2,4,6,12,0,2,1,0,0
26,0,10.0,2,1,7,21,1,0,1,0,0
21,0,0.5,0,4,4,8,0,0,1,0,0
28,1,0.5,1,3,2,12,0,0,2,0,1
2,0,5.0,2,6,1,10,0,2,0,0,0
1,0,0.5,1,2,7,10,0,0,2,0,0
37,0,3.0,0,6,1,12,0,0,0,0,0
26,0,12.0,0,8,5,12,1,0,0,0,0
29,1,1.0,2,6,7,12,0,1,0,0,0
21,1,0.5,0,10,4,14,0,2,0,1,0
11,0,3.5,0,6,4,6,1,1,0,0,0
41,0,2.0,0,5,4,6,1,1,1,0,0
11,1,10.0,2,5,5,20,0,0,1,0,0
37,0,10.0,2,2,5,8,0,1,1,0,0
40,0,1.0,2,3,4,21,1,0,1,0,0
41,0,0.5,0,2,7,11,0,0,2,0,0
36,0,1.0,1,5,1,7,0,0,2,0,0
35,0,1.0,0,1,6,14,0,1,1,0,0
24,0,0.5,2,5,4,6,0,2,1,0,0
22,0,0.5,1,4,5,19,0,0,0,0,0
5,0,0.5,1,3,4,10,0,2,0,0,0
34,0,1.0,2,5,5,12,0,2,0,0,0
37,1,12.0,1,1,4,15,1,1,1,0,0
20,1,15.0,1,10,7,8,0,0,1,0,0
33,1,12.0,2,1,6,19,0,1,2,1,0
36,0,8.0,1,13,1,7,0,2,0,1,0
17,0,3.0,1,4,7,18,0,2,0,0,0
35,1,1.5,2,3,1,8,0,2,2,0,0
9,0,0.66,1,8,5,20,0,0,0,0,0
26,1,2.0,1,5,5,17,0,0,0,1,0
2,0,10.0,1,5,2,12,0,1,1,0,0
9,1,0.5,1,1,3,20,1,2,2,0,0
9,1,0.5,2,1,2,6,0,0,2,0,0
41,1,1.0,0,7,5,13,1,2,0,0,0
17,0,0.5,0,5,6,8,0,0,2,0,1
1,1,3.5,1,6,5,10,0,1,0,0,0
25,0,3.0,2,6,4,15,0,2,0,0,1
41,0,10.0,2,7,2,16,0,0,1,0,0
43,0,1.0,1,3,3,10,0,1,1,0,0
25,0,0.5,0,6,2,11,0,1,0,0,0
40,0,0.5,1,6,7,12,0,0,2,0,0
36,0,10.0,2,1,1,16,0,1,2,0,0
3,0,8.0,2,6,7,6,0,0,1,0,0
38,1,2.0,0,2,1,11,0,2,0,0,0
30,1,10.0,2,7,2,7,0,1,0,0,0
39,1,1.0,2,3,6,19,1,2,1,0,0
35,0,5.0,2,6,7,15,0,0,0,0,0
12,0,10.0,0,5,2,8,0,2,1,0,0
33,0,8.0,2,8,6,19,0,1,0,0,0
38,0,8.0,1,3,5,10,0,1,2,0,0
17,1,3.0,0,2,6,6,0,1,1,0,0
10,0,0.5,1,5,4,12,0,1,0,0,0
12,1,0.5,1,9,1,6,1,0,0,0,0
16,0,3.0,0,3,3,13,0,2,1,0,0
24,1,0.66,1,5,4,16,0,0,0,0,0
33,0,5.0,0,3,6,17,0,1,0,0,0
8,1,0.5,1,3,7,11,0,2,0,0,0
31,0,2.0,0,4,2,21,0,1,1,0,0
21,1,0.5,2,6,7,16,0,2,2,0,0
17,0,2.0,2,2,7,19,1,2,0,1,0
23,1,0.5,1,4,1,6,0,1,1,0,0
38,1,10.0,2,3,2,20,0,0,1,0,0
16,0,1.0,0,1,7,19,1,1,0,0,0
6,1,1.0,1,3,1,12,1,2,1,0,0
8,0,0.5,2,4,3,15,0,0,0,0,0
25,0,10.0,2,4,4,8,0,0,1,0,0
18,0,3.0,1,4,3,12,0,0,2,0,0
25,1,5.0,2,9,3,20,0,0,2,0,0
12,1,0.5,2,11,4,16,0,2,2,0,0
15,0,0.5,1,4,6,13,0,2,2,0,0
26,0,3.5,2,4,4,15,0,1,2,0,0
42,1,2.0,2,2,6,19,0,2,2,0,0
26,1,3.5,2,5,7,20,0,1,2,0,0
32,1,3.0,2,6,3,8,0,2,0,0,0
10,0,10.0,1,3,7,10,0,1,0,0,0
16,0,0.5,0,4,2,15,0,0,0,0,0
7,0,3.0,0,2,4,21,0,0,1,0,0
17,0,0.5,2,6,3,7,0,2,1,0,0
23,0,3.5,2,8,3,19,0,0,2,0,0
26,1,8.0,0,6,3,7,0,1,2,0,0
21,0,1.0,2,6,7,6,1,1,1,0,0
22,1,0.5,0,6,2,21,0,0,2,0,0
7,1,10.0,1,5,5,8,0,0,1,0,0
14,0,5.0,1,2,5,9,0,0,2,0,0
15,1,1.0,1,2,4,8,0,2,2,0,1
7,0,10.0,1,1,7,16,0,1,2,0,0
9,1,8.0,1,5,5,13,0,2,1,0,1
8,0,5.0,1,3,1,6,0,2,2,0,0
23,0,5.0,0,6,6,10,0,1,1,1,0
29,1,3.0,2,3,4,12,0,1,2,0,1
18,0,0.5,0,3,4,18,0,1,0,0,0
31,1,0.5,1,6,3,14,0,2,0,0,0
30,0,5.0,2,8,6,6,0,1,1,0,0
40,0,5.0,2,4,1,14,0,0,0,0,0
36,0,0.5,1,5,5,16,0,1,0,0,1
18,1,12.0,1,4,4,14,1,2,2,0,0
43,1,3.0,1,6,7,9,0,0,2,0,0
40,0,3.5,1,3,7,21,0,0,2,0,1
17,1,2.0,1,5,6,20,0,2,1,0,0
14,0,5.0,1,3,7,15,0,2,2,0,0
31,1,0.5,2,7,1,10,1,1,2,0,1
24,1,3.0,1,4,2,21,0,0,1,0,0
36,0,3.0,1,6,2,11,0,1,2,0,0
35,0,12.0,2,6,7,21,0,0,0,0,0
3,0,0.5,0,3,3,9,0,2,2,0,0
38,0,15.0,1,4,1,11,1,0,1,0,0
41,0,3.0,2,11,4,10,1,0,1,0,0
26,1,3.0,2,7,2,20,0,0,0,0,0
23,1,15.0,0,3,6,8,0,1,2,0,0
40,0,10.0,1,2,2,8,1,0,0,0,0
15,0,10.0,1,4,6,14,1,1,2,0,0
4,0,8.0,1,11,5,10,1,0,1,0,0
29,1,5.0,2,7,5,21,1,1,1,0,0
22,0,10.0,1,4,1,16,0,1,0,0,0
25,0,0.5,1,4,7,8,0,0,1,0,0
13,1,5.0,1,6,5,13,0,2,1,0,0
18,1,0.5,1,8,1,13,0,2,2,0,0
34,1,0.5,0,4,4,19,0,0,0,0,0
16,1,3.0,0,7,4,19,0,0,0,0,0
43,0,2.0,0,9,4,18,0,2,2,0,0
2,1,15.0,1,5,5,8,0,1,2,0,0
36,1,1.0,1,6,5,21,0,2,0,0,0
43,0,10.0,2,2,3,12,0,2,1,0,0
35,0,2.0,2,4,2,14,0,2,0,0,0
30,0,3.5,2,4,6,8,1,1,2,0,0
13,1,1.0,1,8,4,13,1,2,0,0,1
13,0,3.0,0,7,7,17,0,0,1,0,0
18,1,5.0,0,9,5,17,0,0,0,0,0
32,1,8.0,0,8,2,6,1,1,0,0,0
32,1,8.0,1,5,4,17,1,0,1,0,0
36,0,12.0,0,5,4,19,0,1,1,0,0
40,1,3.0,2,8,6,21,0,2,1,0,0
29,0,3.0,2,9,2,8,0,2,1,0,0
29,0,8.0,0,6,2,17,0,0,2,0,0
16,0,5.0,2,8,5,9,1,0,0,0,0
10,1,0.5,0,4,2,8,0,2,0,0,0
30,1,5.0,0,3,7,18,0,2,0,0,0
25,1,5.0,2,4,7,14,0,0,0,0,0
40,0,10.0,2,6,2,18,0,1,0,0,0
20,1,10.0,2,8,5,18,0,1,2,0,0
5,1,2.0,2,5,4,21,0,1,2,0,0
1,1,10.0,0,6,6,17,0,0,0,0,0
30,1,3.5,2,7,2,15,0,1,0,0,0
3,1,10.0,2,5,6,10,1,1,0,0,0
14,0,12.0,1,10,7,20,0,2,2,0,0
30,0,5.0,2,2,3,8,0,2,0,0,0
4,0,0.5,2,6,1,8,0,2,1,0,0
18,0,2.0,0,4,6,16,0,2,2,0,0
38,1,3.0,0,8,2,7,0,2,1,0,0
25,0,8.0,1,2,6,15,0,0,1,0,0
1,1,0.5,2,4,2,11,1,1,1,0,0
15,0,3.5,2,4,7,14,0,1,2,0,0
9,0,3.0,2,7,1,21,1,0,1,0,0
15,0,8.0,2,8,3,12,0,1,0,0,0
24,1,10.0,2,5,6,20,0,1,0,0,1
4,1,0.5,2,5,4,7,0,1,1,0,1
12,0,1.0,1,4,3,14,1,2,2,0,0
38,1,1.0,2,8,1,19,0,2,0,0,0
38,0,5.0,2,5,6,8,1,0,2,0,0
6,0,5.0,2,4,2,12,0,2,0,0,0
40,0,0.5,1,6,4,15,1,1,2,0,0
24,1,1.0,2,2,3,12,0,0,0,0,0
11,0,0.5,1,6,3,21,1,1,1,0,0
13,0,3.0,0,7,4,9,0,1,1,0,1
35,0,1.0,2,4,3,19,0,0,1,0,0
25,1,1.0,1,7,1,9,0,1,2,0,0
7,0,3.5,0,3,4,17,0,0,1,1,0
4,1,2.0,1,7,1,7,0,0,2,0,0
8,0,5.0,1,2,4,7,0,1,0,0,0
20,1,0.5,0,3,1,7,0,1,0,0,0
29,0,3.0,2,5,2,17,0,1,2,0,0
10,0,1.0,2,4,2,16,0,1,1,0,0
35,1,10.0,1,5,3,10,0,0,2,0,0
26,1,0.5,0,6,4,8,0,2,2,0,1
42,0,0.5,2,4,6,15,0,1,2,0,0
3,1,10.0,1,7,4,12,1,0,0,1,0
6,0,3.0,0,5,1,18,0,2,0,0,0
5,0,12.0,1,7,6,12,1,0,0,0,0
5,0,10.0,0,7,3,11,0,2,1,0,1
23,1,2.0,2,3,7,18,0,2,0,0,0
9,0,0.5,2,4,3,13,1,2,0,0,1
36,1,1.0,1,7,7,16,0,1,2,0,0
20,0,15.0,2,6,6,9,1,2,1,0,0
43,1,10.0,2,5,4,21,0,2,2,0,0
36,1,1.5,0,3,7,14,0,0,2,0,0
18,0,5.0,2,6,2,17,1,1,2,0,0
17,1,1.0,0,6,7,17,0,0,2,0,0
24,0,10.0,0,6,4,20,1,1,0,0,0
3,0,0.5,1,5,7,18,0,1,1,0,0
32,0,15.0,0,3,6,15,0,1,0,0,0
36,0,1.5,2,4,4,15,0,2,2,0,0
39,0,5.0,0,6,5,10,0,1,0,0,0
13,1,3.0,0,8,1,9,0,1,1,0,0
25,0,5.0,1,1,1,8,0,1,0,0,0
9,1,10.0,2,3,5,21,0,1,0,0,0
4,1,3.5,2,4,3,19,0,0,1,0,0
14,0,10.0,2,8,6,20,0,2,2,1,0
38,1,0.5,0,7,1,14,0,1,2,0,0
35,0,3.0,2,5,3,21,0,2,2,0,1
11,1,0.5,2,9,2,17,0,2,1,0,0
42,1,3.5,0,3,3,20,0,1,0,0,0
3,1,15.0,1,9,1,9,0,1,2,1,0
28,0,3.0,1,7,6,14,1,2,1,0,0
29,1,2.0,0,5,6,16,1,2,1,0,0
9,0,0.66,1,8,3,6,0,0,1,0,0
3,1,3.0,1,4,7,10,0,2,2,0,0
25,1,2.0,1,6,2,6,0,1,1,0,0
35,1,2.0,2,4,5,14,1,2,2,0,0
12,1,0.5,1,5,1,17,0,1,0,0,0
43,0,5.0,2,4,6,12,0,0,1,0,0
9,0,3.5,1,4,2,17,0,1,1,1,0
15,1,2.0,2,2,4,15,0,1,2,0,0
41,1,10.0,0,6,5,14,0,2,2,0,0
25,0,0.5,0,8,5,10,0,2,2,0,0
5,0,3.0,1,5,7,15,0,1,0,0,0
11,0,0.5,2,9,7,19,0,0,2,0,0
35,0,10.0,0,5,1,14,1,1,1,0,0
24,1,10.0,0,2,2,9,0,1,0,0,0
15,1,10.0,0,4,6,21,0,1,2,0,0
39,0,10.0,0,5,7,18,0,1,2,0,1
8,0,3.0,1,1,6,8,0,0,1,0,0
5,0,0.5,2,5,4,7,0,1,1,0,1
26,0,10.0,0,4,6,9,0,1,2,0,0
18,0,0.5,1,6,2,8,0,1,0,0,0
6,0,3.0,0,4,6,14,0,2,2,0,0
38,1,0.5,0,3,3,18,1,2,0,0,0
13,1,0.66,0,5,6,17,0,0,1,1,0
28,1,0.5,0,4,1,17,1,0,1,0,0
5,0,5.0,1,10,3,18,0,1,0,0,0
13,0,0.5,2,3,6,17,0,0,0,0,0
17,0,0.5,1,4,6,13,0,1,1,0,0
41,1,3.5,1,4,6,17,0,0,0,0,0
32,0,0.5,1,4,3,6,0,2,1,0,1
29,0,0.5,0,7,6,7,0,1,2,0,0
3,1,1.0,2,4,7,8,0,1,0,0,0
41,0,2.0,0,5,5,11,0,2,0,0,0
35,1,10.0,1,5,6,10,0,0,1,0,0
41,1,0.5,0,4,7,16,0,1,0,0,0
27,0,5.0,2,9,5,10,0,2,0,0,0
13,1,15.0,2,7,3,11,0,0,2,0,0
34,0,0.5,0,3,6,18,0,0,1,0,1
6,1,0.5,1,6,7,17,0,0,0,0,0
24,0,0.5,0,10,2,21,0,1,2,0,0
33,1,8.0,1,10,7,19,0,2,2,0,0
16,0,10.0,2,2,1,13,0,1,2,0,0
41,1,5.0,0,7,6,19,0,0,0,0,0
28,1,2.0,2,4,1,6,0,1,1,0,0
34,1,10.0,1,7,2,10,0,0,2,0,0
42,0,2.0,1,2,3,11,0,0,0,0,0
13,0,5.0,0,5,1,16,0,2,1,0,0
25,1,10.0,0,4,6,15,0,1,1,1,0
43,0,0.5,0,3,5,16,0,2,2,0,0
37,1,1.5,2,5,4,11,0,1,0,0,1
27,0,3.0,1,3,5,14,0,1,2,0,0
39,1,10.0,1,5,2,21,0,1,1,1,0
7,0,12.0,2,5,7,15,0,0,0,0,0
5,1,0.5,0,4,4,12,1,2,2,0,0
31,1,2.0,0,6,1,9,0,2,1,0,0
23,1,10.0,2,4,6,12,0,2,0,0,0
43,1,8.0,1,4,1,12,1,0,0,0,0
10,0,2.0,1,5,4,16,0,1,2,0,0
32,1,0.5,1,5,1,16,1,1,2,0,0
30,0,10.0,1,5,4,11,0,0,1,0,0
40,0,8.0,2,4,3,21,0,1,2,0,0
31,1,3.0,1,2,2,21,0,1,0,0,0
18,0,15.0,2,5,6,13,0,2,2,0,0
37,0,10.0,0,4,5,13,0,0,0,0,0
2,0,10.0,2,7,4,18,0,1,1,0,0
14,1,8.0,1,9,7,18,0,0,2,0,0
13,0,5.0,0,4,4,15,0,0,0,0,1
29,0,8.0,2,8,3,17,0,1,1,0,0
12,1,5.0,2,5,7,18,0,1,0,0,0
40,1,1.0,2,7,6,21,0,0,1,0,0
2,0,8.0,0,2,6,11,0,0,2,0,0
32,1,5.0,2,3,5,16,0,1,1,1,0
13,0,0.5,1,4,3,7,0,2,0,0,0
27,0,0.5,0,10,3,10,0,1,0,0,0
42,0,10.0,0,7,2,18,0,0,1,0,0
17,1,12.0,2,7,1,6,1,0,2,0,0
41,0,1.5,1,4,6,15,0,1,0,0,0
31,1,1.5,0,7,6,15,0,1,2,0,0
35,1,5.0,2,3,5,19,0,0,1,0,0
24,0,10.0,1,5,3,17,0,0,1,0,0
36,1,1.0,2,4,7,18,1,0,0,0,0
6,1,8.0,2,2,1,15,1,2,0,0,0
33,1,3.0,0,5,7,19,1,2,2,0,0
30,1,8.0,0,11,1,17,0,0,1,0,0
7,1,2.0,2,6,1,18,1,0,2,0,0
10,0,10.0,0,10,6,20,0,1,2,0,0
42,1,10.0,0,6,7,16,0,0,2,0,0
32,0,5.0,1,9,7,14,0,2,1,1,0
35,0,0.66,1,5,1,9,0,0,1,0,0
28,0,0.5,2,3,2,6,0,2,2,0,0
15,0,15.0,2,6,2,8,0,1,2,0,0
30,0,5.0,2,6,3,15,0,2,2,0,0
38,0,15.0,2,3,1,18,1,1,1,0,0
29,1,2.0,1,4,7,20,0,2,1,0,0
22,1,10.0,0,7,3,7,0,2,1,0,1
4,1,1.0,1,1,4,14,0,2,2,0,0
20,0,0.5,2,3,6,21,0,2,1,0,0
32,1,5.0,2,2,2,12,0,2,2,0,0
37,1,0.5,1,4,2,15,0,1,0,0,0
4,1,8.0,1,4,6,15,0,0,2,0,0
27,0,15.0,2,7,5,17,0,1,1,1,0
17,1,1.0,0,8,4,20,0,0,0,0,0
12,0,0.5,2,3,7,11,0,1,0,0,0
22,1,0.5,1,5,2,9,0,2,0,0,0
17,0,5.0,2,2,7,16,0,0,0,0,1
10,0,10.0,2,5,1,9,1,0,2,0,0
1,0,2.0,0,5,6,17,0,1,2,0,0
22,1,10.0,2,10,1,17,0,0,1,0,0
26,1,1.0,2,4,6,21,0,2,1,0,0
18,0,10.0,2,4,7,12,1,0,1,0,0
14,1,0.5,1,5,1,13,0,1,1,0,0
29,0,10.0,1,4,6,9,0,0,0,0,0
12,0,0.66,0,4,7,19,0,1,1,0,0
37,1,0.5,2,4,7,12,0,2,1,0,0
36,1,0.5,1,2,3,8,0,1,2,0,0
12,1,5.0,0,4,2,17,1,1,0,0,0
7,0,12.0,2,5,3,17,0,0,1,0,0
29,0,2.0,0,6,7,14,1,1,0,0,0
11,1,3.0,0,6,2,17,0,1,1,0,0
34,0,10.0,0,6,5,8,0,1,0,0,1
6,1,10.0,0,5,3,19,0,1,0,0,0
15,0,0.5,0,6,2,8,0,1,2,0,0
32,1,10.0,0,3,5,15,0,1,1,0,0
11,1,0.66,0,7,7,17,0,0,1,0,0
23,0,5.0,2,5,2,18,0,0,0,0,0
26,1,0.5,2,4,4,7,0,1,1,0,0
35,1,0.5,0,4,6,8,1,1,2,0,0
35,0,0.5,2,8,3,13,0,1,0,0,0
29,1,0.5,0,4,1,7,0,2,0,0,0
4,0,0.66,2,4,5,18,1,1,2,0,0
17,1,10.0,1,3,5,6,0,0,1,0,0
36,0,0.66,0,6,7,10,0,0,0,0,0
13,1,8.0,1,3,7,13,0,1,0,0,0
42,1,0.5,0,4,1,11,0,0,1,0,0
40,1,10.0,0,3,5,19,1,0,1,0,0
15,1,0.5,1,4,1,21,1,2,2,0,0
29,0,0.5,1,3,1,7,0,1,0,0,0
29,0,2.0,1,3,2,17,0,0,2,0,0
11,0,10.0,0,4,3,14,1,0,1,0,0
32,0,10.0,1,2,4,19,0,1,1,0,0
2,0,10.0,1,9,5,18,1,0,1,0,0
14,0,0.5,2,2,2,9,0,2,2,0,0
20,0,10.0,2,5,4,18,0,1,2,0,0
22,1,5.0,1,5,4,8,0,0,1,0,0
11,1,10.0,1,7,5,9,1,1,2,0,0
27,1,10.0,1,5,5,8,0,0,0,0,0
3,1,2.0,1,7,2,13,0,2,2,0,0
17,0,10.0,2,5,5,6,1,0,2,0,0
28,0,15.0,0,3,4,6,0,2,0,0,0
29,0,1.0,1,2,5,14,0,1,2,0,0
21,1,3.0,1,5,6,12,0,2,2,0,0
16,0,0.5,2,7,6,14,0,1,0,0,0
38,1,1.0,1,6,2,8,0,0,2,0,0
20,0,0.5,1,4,2,8,0,0,2,0,0
6,0,0.5,2,7,2,19,0,0,2,0,1
33,0,10.0,1,4,5,7,0,0,2,0,0
5,0,0.5,1,6,3,7,0,1,0,0,0
3,1,1.0,2,4,2,21,1,1,0,0,0
1,1,5.0,0,7,3,16,1,0,2,0,0
39,0,5.0,1,5,1,14,0,1,2,0,0
15,1,1.5,1,4,2,7,0,1,0,0,0
35,0,0.5,0,4,3,9,0,1,0,0,0
36,0,0.5,2,7,7,16,0,0,1,0,0
25,0,10.0,0,4,3,9,0,2,0,0,0
24,0,5.0,1,6,4,14,0,2,2,0,0
12,1,0.5,0,3,7,19,0,1,0,0,0
